entry_date,rounded_time,price,lmp_westzn,load_value,wind_generation,online_price_adder,surface_temperature,relative_humidity,surface_dewpoint_temperature,wind_chill_temperature,wind_speed,dam_price
12/29/2019,8:45:00,13.36333333,13.36333333,1176.435,11805.00667,0,2.45,68.35,-2.775,-1.641675465,16.5,-0.31
12/29/2019,9:00:00,12.36333333,12.36333333,1175.79,11860.03667,0,2.4,68,-2.9,-1.719608431,16.6,-0.8
12/29/2019,9:15:00,13.28,13.28,1170.815,11728.97,0,2.425,68.25,-2.825,-1.828202617,17.575,-0.8
12/29/2019,9:30:00,13.01,13.01,1165.84,11771.55333,0,2.45,68.5,-2.75,-1.936796803,18.55,-0.8
12/29/2019,9:45:00,13.41666667,13.41666667,1160.865,11644.07667,0,2.475,68.75,-2.675,-2.045390988,19.525,-0.8
12/29/2019,10:00:00,13.77666667,13.77666667,1155.89,11337.83667,0,2.5,69,-2.6,-2.153985174,20.5,-0.93
12/29/2019,10:15:00,13.71666667,13.71666667,1140.925,11203.41,0,2.5,68.925,-2.65,-2.144073699,20.425,-0.93
12/29/2019,10:30:00,13.96333333,13.96333333,1125.96,11110.09333,0,2.5,68.85,-2.7,-2.134162225,20.35,-0.93
12/29/2019,10:45:00,14.59,14.59,1110.995,10925.84667,0,2.5,68.775,-2.75,-2.12425075,20.275,-0.93
12/29/2019,11:00:00,14.67333333,14.67333333,1096.03,10598.31667,0,2.5,68.7,-2.8,-2.114339276,20.2,4.7
12/29/2019,11:15:00,16.50333333,16.50333333,1095.6875,10097.42,0,2.325,69.675,-2.725,-2.185844964,19.2,4.7
12/29/2019,11:30:00,16.63333333,16.63333333,1095.345,9744.813333,0,2.15,70.65,-2.65,-2.257350652,18.2,4.7
12/29/2019,11:45:00,16.5,16.5,1095.0025,9469.41,0,1.975,71.625,-2.575,-2.32885634,17.2,4.7
12/29/2019,12:00:00,16.23333333,16.23333333,1094.66,9505.28,0,1.8,72.6,-2.5,-2.400362028,16.2,4.57
12/29/2019,12:15:00,16.86666667,16.86666667,1110.4025,9421.09,0,1.7,71.875,-2.75,-2.463810479,15.85,4.57
12/29/2019,12:30:00,,16.93333333,1126.145,9483.89,0,1.6,71.15,-3,-2.52725893,15.5,4.57
12/29/2019,12:45:00,18.37333333,18.37333333,1141.8875,9300.176667,0,1.5,70.425,-3.25,-2.590707382,15.15,4.57
12/29/2019,13:00:00,17.20666667,17.20666667,1157.63,9064.413333,0,1.4,69.7,-3.5,-2.654155833,14.8,11.73
12/29/2019,13:15:00,17.54,17.54,1168.125,8839.806667,0,1.325,70.425,-3.475,-2.675217302,14.425,11.73
12/29/2019,13:30:00,17.06666667,17.06666667,1178.62,8912.89,0,1.25,71.15,-3.45,-2.696278772,14.05,11.73
12/29/2019,13:45:00,16.58333333,16.58333333,1189.115,9130.056667,0,1.175,71.875,-3.425,-2.717340242,13.675,11.73
12/29/2019,14:00:00,16.81,16.81,1199.61,9455.806667,0,1.1,72.6,-3.4,-2.738401712,13.3,9.69
12/29/2019,14:15:00,16.9,16.9,1209.36,9556.65,0,1.35,71.875,-3.275,-2.514828009,13.75,9.69
12/29/2019,14:30:00,16.94666667,16.94666667,1219.11,9690.163333,0,1.6,71.15,-3.15,-2.291254307,14.2,9.69
12/29/2019,14:45:00,17.41,17.41,1228.86,9511.696667,0,1.85,70.425,-3.025,-2.067680605,14.65,9.69
12/29/2019,15:00:00,17.13333333,17.13333333,1238.61,9318.846667,0,2.1,69.7,-2.9,-1.844106903,15.1,7.62
12/29/2019,15:15:00,17.04333333,17.04333333,1248.25,9553.14,0,2.4,66.625,-3.275,-1.461553051,15.025,7.62
12/29/2019,15:30:00,16.71666667,16.71666667,1257.89,9793.213333,0,2.7,63.55,-3.65,-1.078999199,14.95,7.62
12/29/2019,15:45:00,15.87,15.62,1267.53,9889.046667,0,3,60.475,-4.025,-0.696445346,14.875,7.62
12/29/2019,16:00:00,16.04,15.85,1277.17,10127.74333,0,3.3,57.4,-4.4,-0.313891494,14.8,18.18
12/29/2019,16:15:00,15.73,15.52666667,1268.7575,10563.79,0,3.375,57.325,-4.3,-0.033441106,13.8,18.18
12/29/2019,16:30:00,15.08,14.88,1260.345,11133.17,0,3.45,57.25,-4.2,0.247009283,12.8,18.18
12/29/2019,16:45:00,14.73,14.49666667,1251.9325,11598.74,0,3.525,57.175,-4.1,0.527459671,11.8,18.18
12/29/2019,17:00:00,14.39333333,14.19666667,1243.52,12008.34667,0,3.6,57.1,-4,0.80791006,10.8,13.69
12/29/2019,17:15:00,13.24,13.09,1217.675,12487.42333,0,3.95,56.125,-3.975,1.082911262,11.6,13.69
12/29/2019,17:30:00,13.27666667,13.12666667,1191.83,12694.97667,0,4.3,55.15,-3.95,1.357912464,12.4,13.69
12/29/2019,17:45:00,12.60666667,12.46333333,1165.985,12947.24333,0,4.65,54.175,-3.925,1.632913667,13.2,13.69
12/29/2019,18:00:00,11.96666667,11.928,1140.14,13182.975,0,5,53.2,-3.9,1.907914869,14,11.8
12/29/2019,18:15:00,11.94666667,11.066,1128.0425,13281.11333,0,5.275,52.175,-3.9,2.092575358,15.1,11.8
12/29/2019,18:30:00,11.48666667,10.204,1115.945,13324.36667,0,5.55,51.15,-3.9,2.277235846,16.2,11.8
12/29/2019,18:45:00,11.01,9.342,1103.8475,13688.96,0,5.825,50.125,-3.9,2.461896335,17.3,11.8
12/29/2019,19:00:00,10.49333333,8.48,1091.75,13792.48333,0,6.1,49.1,-3.9,2.646556824,18.4,11.04
12/29/2019,19:15:00,8.286666667,8.196666667,1084.045,13913.95333,0,6.45,47.4,-4.05,3.008552352,19.1,11.04
12/29/2019,19:30:00,7.556666667,7.496666667,1076.34,14062.22667,0,6.8,45.7,-4.2,3.370547881,19.8,11.04
12/29/2019,19:45:00,7.143333333,7.033333333,1068.635,14134.43,0,7.15,44,-4.35,3.732543409,20.5,11.04
12/29/2019,20:00:00,5.2,5.123333333,1060.93,14360.54333,0,7.5,42.3,-4.5,4.094538937,21.2,11.03
12/29/2019,20:15:00,5.216666667,5.153333333,1070.1125,14281.09,0,7.525,41.15,-4.85,4.062613325,21.85,11.03
12/29/2019,20:30:00,4.273333333,4.22,1079.295,14272.86333,0,7.55,40,-5.2,4.030687713,22.5,11.03
12/29/2019,20:45:00,1.946666667,1.92,1088.4775,14266.75,0,7.575,38.85,-5.55,3.998762102,23.15,11.03
12/29/2019,21:00:00,0.766666667,0.75,1097.66,14023.91667,0,7.6,37.7,-5.9,3.96683649,23.8,12.36
12/29/2019,21:15:00,3.44,3.41,1110.555,13696.81,0,7.825,36.7,-6.05,4.29634192,23.35,12.36
12/29/2019,21:30:00,6.546666667,6.516666667,1123.45,13402.53333,0,8.05,35.7,-6.2,4.625847351,22.9,12.36
12/29/2019,21:45:00,6.766666667,6.733333333,1136.345,13039.6,0,8.275,34.7,-6.35,4.955352781,22.45,12.36
12/29/2019,22:00:00,6.793333333,6.766666667,1149.24,12647.99,0,8.5,33.7,-6.5,5.284858212,22,9.89
12/29/2019,22:15:00,6.206666667,6.173333333,1164.5125,12269.83667,0,8.2,34.6,-6.475,5.145754401,20,9.89
12/29/2019,22:30:00,6.3,6.27,1179.785,11761.87333,0,7.9,35.5,-6.45,5.00665059,18,9.89
12/29/2019,22:45:00,7.7,7.68,1195.0575,11270.81,0,7.6,36.4,-6.425,4.867546779,16,9.89
12/29/2019,23:00:00,10.33,10.31666667,1210.33,10657.56,0,7.3,37.3,-6.4,4.728442968,14,-12.68
12/29/2019,23:15:00,13.08666667,13.57,1231.1675,9913.416667,0,6.875,38.5,-6.375,4.487248276,12.575,-12.68
12/29/2019,23:30:00,16.52666667,17.1875,1252.005,8860.42,0,6.45,39.7,-6.35,4.246053584,11.15,-12.68
12/29/2019,23:45:00,18.99666667,18.99666667,1272.8425,8088.11,0,6.025,40.9,-6.325,4.004858891,9.725,-12.68
12/30/2019,0:00:00,21.63333333,21.63333333,1293.68,7441.396667,0,5.6,42.1,-6.3,3.763664199,8.3,-194.03
12/30/2019,0:15:00,19.65666667,19.65666667,1314.0925,6924.986667,0,5.1,44.1,-6.2,3.44640073,7.475,-194.03
12/30/2019,0:30:00,19.34666667,19.34666667,1334.505,6517.906667,0,4.6,46.1,-6.1,3.129137261,6.65,-194.03
12/30/2019,0:45:00,19.54666667,19.54666667,1354.9175,6337.406667,0,4.1,48.1,-6,2.811873793,5.825,-194.03
12/30/2019,1:00:00,18.74,18.74,1375.33,6295.293333,0,3.6,50.1,-5.9,2.494610324,5,-229.19
12/30/2019,1:15:00,18.49333333,18.49333333,1386.8925,6243.62,0,3.225,51.775,-5.8,2.102763589,4.925,-229.19
12/30/2019,1:30:00,18.48666667,18.48666667,1398.455,6185.61,0,2.85,53.45,-5.7,1.710916853,4.85,-229.19
12/30/2019,1:45:00,18.45,18.45,1410.0175,6152.016667,0,2.475,55.125,-5.6,1.319070118,4.775,-229.19
12/30/2019,2:00:00,18.64666667,18.64666667,1421.58,6034.603333,0,2.1,56.8,-5.5,0.927223383,4.7,-227.84
12/30/2019,2:15:00,18.54,18.54,1425.7125,5952,0,1.975,57.225,-5.525,0.708823265,4.875,-227.84
12/30/2019,2:30:00,18.15666667,18.15666667,1429.845,5819.23,0,1.85,57.65,-5.55,0.490423147,5.05,-227.84
12/30/2019,2:45:00,18.33,18.33,1433.9775,5727.473333,0,1.725,58.075,-5.575,0.27202303,5.225,-227.84
12/30/2019,3:00:00,18.28666667,18.28666667,1438.11,5628.853333,0,1.6,58.5,-5.6,0.053622912,5.4,-107.06
12/30/2019,3:15:00,18.12333333,18.12333333,1448.175,5666.593333,0,1.225,58.95,-5.85,-0.374180617,5.4,-107.06
12/30/2019,3:30:00,18.13666667,18.13666667,1458.24,5654.606667,0,0.85,59.4,-6.1,-0.801984147,5.4,-107.06
12/30/2019,3:45:00,17.96333333,17.96333333,1468.305,5495.29,0,0.475,59.85,-6.35,-1.229787676,5.4,-107.06
12/30/2019,4:00:00,17.64333333,17.64333333,1478.37,5458.79,0,0.1,60.3,-6.6,-1.657591205,5.4,-42.29
12/30/2019,4:15:00,17.15,17.15,1472.6375,5466.103333,0,-0.025,60.525,-6.675,-2.197955373,6.575,-42.29
12/30/2019,4:30:00,-127.75,33.9875,1466.905,5339.85,0,-0.15,60.75,-6.75,-2.738319541,7.75,-42.29
12/30/2019,4:45:00,18.39333333,18.39333333,1461.1725,5249.11,0,-0.275,60.975,-6.825,-3.278683709,8.925,-42.29
12/30/2019,5:00:00,17.51666667,17.51666667,1455.44,5238.793333,0,-0.4,61.2,-6.9,-3.819047877,10.1,-71.33
12/30/2019,5:15:00,17,17,1446.59,5363.676667,0,-0.4625,60.6875,-7.075,-3.958888679,10.3625,-71.33
12/30/2019,5:30:00,16.41333333,16.41333333,1437.74,5677.41,0,-0.525,60.175,-7.25,-4.098729482,10.625,-71.33
12/30/2019,5:45:00,16.05333333,16.05333333,1428.89,6008.1,0,-0.5875,59.6625,-7.425,-4.238570284,10.8875,-71.33
12/30/2019,6:00:00,15.34333333,15.34333333,1420.04,6326.64,0,-0.65,59.15,-7.6,-4.378411087,11.15,-76.66
12/30/2019,6:15:00,14.96333333,14.96333333,1424.295,6704.923333,0,-0.7125,58.6375,-7.775,-4.518251889,11.4125,-76.66
12/30/2019,6:30:00,13.62,13.62,1428.55,7353.09,0,-0.775,58.125,-7.95,-4.658092692,11.675,-76.66
12/30/2019,6:45:00,13.29666667,13.29666667,1432.805,7785.086667,0,-0.8375,57.6125,-8.125,-4.797933494,11.9375,-76.66
12/30/2019,7:00:00,13.42666667,13.42666667,1437.06,8071.446667,0,-0.9,57.1,-8.3,-4.937774297,12.2,-76.4
12/30/2019,7:15:00,12.32666667,12.33,1440.25,8351.283333,0,-0.9,56.2,-8.55,-4.920382244,12.125,-76.4
12/30/2019,7:30:00,11.51,11.51,1443.44,8789.89,0,-0.9,55.3,-8.8,-4.902990192,12.05,-76.4
12/30/2019,7:45:00,11.19333333,11.19333333,1446.63,9194.98,0,-0.9,54.4,-9.05,-4.88559814,11.975,-76.4
12/30/2019,8:00:00,11.04333333,11.04333333,1449.82,9507.733333,0,-0.9,53.5,-9.3,-4.868206087,11.9,-69.37
12/30/2019,8:15:00,10.78,10.78,1448.8525,9816.026667,0,-1.025,53.425,-9.375,-5.120548373,12.35,-69.37
12/30/2019,8:30:00,10.67333333,10.67666667,1447.885,10206.6,0,-1.15,53.35,-9.45,-5.372890658,12.8,-69.37
12/30/2019,8:45:00,10.71333333,10.71333333,1446.9175,10351.52333,0,-1.275,53.275,-9.525,-5.625232943,13.25,-69.37
12/30/2019,9:00:00,10.72,10.72,1445.95,10326.44333,0,-1.4,53.2,-9.6,-5.877575228,13.7,-61.6
12/30/2019,9:15:00,10.82,10.82,1448.7675,10283.76667,0,-1.55,54.3,-9.55,-6.02258357,13.525,-61.6
12/30/2019,9:30:00,11.05666667,11.05666667,1451.585,10072.97,0,-1.7,55.4,-9.5,-6.167591911,13.35,-61.6
12/30/2019,9:45:00,11.21333333,11.21333333,1454.4025,9845.806667,0,-1.85,56.5,-9.45,-6.312600253,13.175,-61.6
12/30/2019,10:00:00,11.83,11.83,1457.22,9465.74,0,-2,57.6,-9.4,-6.457608594,13,-37.79
12/30/2019,10:15:00,12.77666667,12.77666667,1475.315,9146.073333,0,-2,57.4,-9.4,-6.368570132,12.625,-37.79
12/30/2019,10:30:00,13.34666667,13.34666667,1493.41,8927.416667,0,-2,57.2,-9.4,-6.279531669,12.25,-37.79
12/30/2019,10:45:00,13.63333333,13.63333333,1511.505,8655.56,0,-2,57,-9.4,-6.190493206,11.875,-37.79
12/30/2019,11:00:00,14.15666667,14.15666667,1529.6,8424.276667,0,-2,56.8,-9.4,-6.101454744,11.5,-52.83
12/30/2019,11:15:00,15.11,15.11,1560.51,8181.646667,0,-2.1,56.8,-9.5,-6.222212467,11.5,-52.83
12/30/2019,11:30:00,15.20333333,15.20333333,1591.42,7934.116667,0,-2.2,56.8,-9.6,-6.342970189,11.5,-52.83
12/30/2019,11:45:00,15.61,15.61,1622.33,7750.396667,0,-2.3,56.8,-9.7,-6.463727912,11.5,-52.83
12/30/2019,12:00:00,15.69666667,15.69666667,1653.24,7609.936667,0,-2.4,56.8,-9.8,-6.584485634,11.5,-97.78
12/30/2019,12:15:00,16.26666667,16.26666667,1675.755,7518.07,0,-2.425,57.075,-9.75,-6.569006243,11.325,-97.78
12/30/2019,12:30:00,16.90666667,16.90666667,1698.27,7413.92,0,-2.45,57.35,-9.7,-6.553526851,11.15,-97.78
12/30/2019,12:45:00,17.2,17.2,1720.785,7440.153333,0,-2.475,57.625,-9.65,-6.53804746,10.975,-97.78
12/30/2019,13:00:00,17.42666667,17.42666667,1743.3,7573.693333,0,-2.5,57.9,-9.6,-6.522568068,10.8,-89.17
12/30/2019,13:15:00,17.62333333,17.62333333,1757.5725,7714.553333,0,-2.475,57.625,-9.675,-6.492525125,10.8,-89.17
12/30/2019,13:30:00,17.75666667,17.75666667,1771.845,7685.406667,0,-2.45,57.35,-9.75,-6.462482182,10.8,-89.17
12/30/2019,13:45:00,17.88,17.88,1786.1175,7596.776667,0,-2.425,57.075,-9.825,-6.432439239,10.8,-89.17
12/30/2019,14:00:00,17.89333333,17.89333333,1800.39,7518.713333,0,-2.4,56.8,-9.9,-6.402396295,10.8,-115.8
12/30/2019,14:15:00,17.88,17.88,1782.3825,7489.906667,0,-1.675,54.575,-9.775,-5.572425141,10.975,-115.8
12/30/2019,14:30:00,17.66666667,17.66666667,1764.375,7257.803333,0,-0.95,52.35,-9.65,-4.742453986,11.15,-115.8
12/30/2019,14:45:00,17.44666667,17.44666667,1746.3675,6856.836667,0,-0.225,50.125,-9.525,-3.912482832,11.325,-115.8
12/30/2019,15:00:00,17.24333333,17.24333333,1728.36,6308.81,0,0.5,47.9,-9.4,-3.082511678,11.5,-12.48
12/30/2019,15:15:00,17.30666667,17.30666667,1690.1075,5624.253333,0,1.225,45.725,-9.375,-2.31220877,12.05,-12.48
12/30/2019,15:30:00,17.17666667,17.17666667,1651.855,4964.786667,0,1.95,43.55,-9.35,-1.541905862,12.6,-12.48
12/30/2019,15:45:00,16.89333333,16.89333333,1613.6025,4685.966667,0,2.675,41.375,-9.325,-0.771602954,13.15,-12.48
12/30/2019,16:00:00,16.6,16.6,1575.35,4808.956667,0,3.4,39.2,-9.3,-0.001300046,13.7,18.64
12/30/2019,16:15:00,16.45666667,16.45666667,1549.2,5067.573333,0,3.8,37.625,-9.475,0.5052634,13.6,18.64
12/30/2019,16:30:00,16.34666667,16.34666667,1523.05,5159.02,0,4.2,36.05,-9.65,1.011826846,13.5,18.64
12/30/2019,16:45:00,16.37333333,16.37333333,1496.9,5102.463333,0,4.6,34.475,-9.825,1.518390292,13.4,18.64
12/30/2019,17:00:00,16.35,16.35,1470.75,4933.51,0,5,32.9,-10,2.024953738,13.3,17.1
12/30/2019,17:15:00,16.48666667,16.48666667,1441.28,4550.626667,0,5.325,32.375,-9.95,2.648014494,12.125,17.1
12/30/2019,17:30:00,16.54666667,16.54666667,1411.81,4124.533333,0,5.65,31.85,-9.9,3.27107525,10.95,17.1
12/30/2019,17:45:00,16.48,16.48,1382.34,3742.086667,0,5.975,31.325,-9.85,3.894136006,9.775,17.1
12/30/2019,18:00:00,16.41,16.212,1352.87,3510.56,0,6.3,30.8,-9.8,4.517196761,8.6,15.33
12/30/2019,18:15:00,16.26333333,15.974,1331.8625,3401.506667,0,6.55,30.25,-9.8,4.870984869,8.35,15.33
12/30/2019,18:30:00,15.99,15.736,1310.855,3286.026667,0,6.8,29.7,-9.8,5.224772977,8.1,15.33
12/30/2019,18:45:00,15.66666667,15.498,1289.8475,3119.223333,0,7.05,29.15,-9.8,5.578561085,7.85,15.33
12/30/2019,19:00:00,15.49333333,15.26,1268.84,3088.533333,0,7.3,28.6,-9.8,5.932349193,7.6,13.42
12/30/2019,19:15:00,15.17333333,15.17333333,1258.3175,3200.686667,0,7.55,27.875,-9.875,6.497543164,6.7,13.42
12/30/2019,19:30:00,15.02,15.02,1247.795,3214.136667,0,7.8,27.15,-9.95,7.062737136,5.8,13.42
12/30/2019,19:45:00,14.90666667,14.90666667,1237.2725,3243.046667,0,8.05,26.425,-10.025,7.627931107,4.9,13.42
12/30/2019,20:00:00,14.48333333,14.48333333,1226.75,3321.19,0,8.3,25.7,-10.1,8.193125079,4,9.79
12/30/2019,20:15:00,14.47,14.47,1219.885,3355.693333,0,8.45,25.325,-10.175,8.583821534,3.55,9.79
12/30/2019,20:30:00,14.18333333,14.18333333,1213.02,3308.436667,0,8.6,24.95,-10.25,8.974517988,3.1,9.79
12/30/2019,20:45:00,13.99666667,13.99666667,1206.155,3319.223333,0,8.75,24.575,-10.325,9.365214443,2.65,9.79
12/30/2019,21:00:00,13.88333333,13.88333333,1199.29,3376.003333,0,8.9,24.2,-10.4,9.755910898,2.2,9.38
12/30/2019,21:15:00,13.78,13.78,1199.41,3420.213333,0,8.9,24.175,-10.425,9.618510908,2.45,9.38
12/30/2019,21:30:00,13.71666667,13.71666667,1199.53,3388.353333,0,8.9,24.15,-10.45,9.481110917,2.7,9.38
12/30/2019,21:45:00,13.72666667,13.72666667,1199.65,3292.013333,0,8.9,24.125,-10.475,9.343710927,2.95,9.38
12/30/2019,22:00:00,13.80666667,13.80666667,1199.77,3164.126667,0,8.9,24.1,-10.5,9.206310936,3.2,-6.79
12/30/2019,22:15:00,14.02666667,14.02666667,1213.3725,2975.513333,0,8.7,24.575,-10.4,8.867558742,3.475,-6.79
12/30/2019,22:30:00,14.22333333,14.22333333,1226.975,2837.943333,0,8.5,25.05,-10.3,8.528806549,3.75,-6.79
12/30/2019,22:45:00,14.83666667,14.83666667,1240.5775,2725.75,0,8.3,25.525,-10.2,8.190054355,4.025,-6.79
12/30/2019,23:00:00,15.31666667,15.31666667,1254.18,2614.31,0,8.1,26,-10.1,7.851302161,4.3,-62.39
12/30/2019,23:15:00,16.27666667,16.27666667,1274.005,2440.253333,0,7.6,27.05,-10.075,7.221162931,4.475,-62.39
12/30/2019,23:30:00,17.54,17.54,1293.83,2259.18,0,7.1,28.1,-10.05,6.5910237,4.65,-62.39
12/30/2019,23:45:00,18.37,18.37,1313.655,2216.4,0,6.6,29.15,-10.025,5.96088447,4.825,-62.39
12/31/2019,0:00:00,19.43,19.43,1333.48,2242.74,0,6.1,30.2,-10,5.33074524,5,-450.66
12/31/2019,0:15:00,19,19,1357.4225,2236.873333,0,5.475,31.875,-9.9,4.483848679,5.375,-450.66
12/31/2019,0:30:00,18.99666667,18.99666667,1381.365,2243.963333,0,4.85,33.55,-9.8,3.636952118,5.75,-450.66
12/31/2019,0:45:00,19.14,19.14,1405.3075,2287.45,0,4.225,35.225,-9.7,2.790055556,6.125,-450.66
12/31/2019,1:00:00,19.03666667,19.03666667,1429.25,2378.05,0,3.6,36.9,-9.6,1.943158995,6.5,-455.88
12/31/2019,1:15:00,18.96333333,18.96333333,1439.1925,2404.226667,0,3.425,37.425,-9.6,1.740781078,6.5,-455.88
12/31/2019,1:30:00,19.03666667,19.03666667,1449.135,2421.63,0,3.25,37.95,-9.6,1.538403161,6.5,-455.88
12/31/2019,1:45:00,18.97333333,18.97333333,1459.0775,2440.66,0,3.075,38.475,-9.6,1.336025243,6.5,-455.88
12/31/2019,2:00:00,18.86,18.86,1469.02,2385.583333,0,2.9,39,-9.6,1.133647326,6.5,-397.81
12/31/2019,2:15:00,18.94333333,18.94,1475.5675,2350.616667,0,2.575,39.975,-9.6,0.613368674,6.95,-397.81
12/31/2019,2:30:00,19.02333333,19.02333333,1482.115,2306.793333,0,2.25,40.95,-9.6,0.093090023,7.4,-397.81
12/31/2019,2:45:00,19.06666667,19.06666667,1488.6625,2268.326667,0,1.925,41.925,-9.6,-0.427188629,7.85,-397.81
12/31/2019,3:00:00,19.05333333,19.05,1495.21,2213.093333,0,1.6,42.9,-9.6,-0.94746728,8.3,-299.96
12/31/2019,3:15:00,18.74,18.73666667,1498.1125,2183.3,0,1.475,44.1,-9.4,-1.06450217,8.2,-299.96
12/31/2019,3:30:00,19.07666667,19.07,1501.015,2176.126667,0,1.35,45.3,-9.2,-1.181537059,8.1,-299.96
12/31/2019,3:45:00,18.99666667,18.99333333,1503.9175,2079.08,0,1.225,46.5,-9,-1.298571948,8,-299.96
12/31/2019,4:00:00,18.9,18.89666667,1506.82,1999.52,0,1.1,47.7,-8.8,-1.415606837,7.9,-213.92
12/31/2019,4:15:00,19.31,19.30333333,1496.52,2055.256667,0,0.85,48.625,-8.75,-1.518763645,7.375,-213.92
12/31/2019,4:30:00,19.15,19.15,1486.22,2075.256667,0,0.6,49.55,-8.7,-1.621920453,6.85,-213.92
12/31/2019,4:45:00,18.77,18.76666667,1475.92,2106.023333,0,0.35,50.475,-8.65,-1.725077261,6.325,-213.92
12/31/2019,5:00:00,18.65333333,18.65333333,1465.62,2196.25,0,0.1,51.4,-8.6,-1.828234068,5.8,-154.84
12/31/2019,5:15:00,18.47666667,18.47333333,1449.83,2246.33,0,-0.05,52.125,-8.6,-2.27928566,6.6,-154.84
12/31/2019,5:30:00,18.26666667,18.26666667,1434.04,2269.876667,0,-0.2,52.85,-8.6,-2.730337252,7.4,-154.84
12/31/2019,5:45:00,18.65,18.65,1418.25,2322.24,0,-0.35,53.575,-8.6,-3.181388844,8.2,-154.84
12/31/2019,6:00:00,18.40333333,18.40333333,1402.46,2384.726667,0,-0.5,54.3,-8.6,-3.632440436,9,-116.47
12/31/2019,6:15:00,17.73666667,17.73666667,1401.1875,2440.113333,0,-0.65,54.375,-8.725,-3.860771544,9.175,-116.47
12/31/2019,6:30:00,18.13,18.13,1399.915,2510.63,0,-0.8,54.45,-8.85,-4.089102653,9.35,-116.47
12/31/2019,6:45:00,17.92666667,17.92666667,1398.6425,2582.493333,0,-0.95,54.525,-8.975,-4.317433762,9.525,-116.47
12/31/2019,7:00:00,17.71,17.71,1397.37,2607.303333,0,-1.1,54.6,-9.1,-4.545764871,9.7,-124.88
12/31/2019,7:15:00,17.86666667,17.86666667,1400.855,2628.61,0,-1.325,55.65,-9.075,-4.761822422,9.525,-124.88
12/31/2019,7:30:00,17.88666667,17.88666667,1404.34,2631.286667,0,-1.55,56.7,-9.05,-4.977879973,9.35,-124.88
12/31/2019,7:45:00,17.90666667,17.90666667,1407.825,2597.47,0,-1.775,57.75,-9.025,-5.193937524,9.175,-124.88
12/31/2019,8:00:00,17.99333333,17.99333333,1411.31,2590.013333,0,-2,58.8,-9,-5.409995074,9,-104.05
12/31/2019,8:15:00,18.01666667,18.01666667,1407.7225,2542.953333,0,-2.1,59.025,-9,-5.496768032,8.9,-104.05
12/31/2019,8:30:00,17.92666667,17.92666667,1404.135,2581.276667,0,-2.2,59.25,-9,-5.58354099,8.8,-104.05
12/31/2019,8:45:00,17.61,17.61,1400.5475,2639.913333,0,-2.3,59.475,-9,-5.670313948,8.7,-104.05
12/31/2019,9:00:00,17.53,17.53,1396.96,2699.61,0,-2.4,59.7,-9,-5.757086906,8.6,-111.14
12/31/2019,9:15:00,17.80333333,17.80333333,1401.49,2721.653333,0,-2.4,59.85,-9,-5.819384969,8.8,-111.14
12/31/2019,9:30:00,17.95333333,17.95333333,1406.02,2769.696667,0,-2.4,60,-9,-5.881683032,9,-111.14
12/31/2019,9:45:00,18.09666667,18.09666667,1410.55,2765.266667,0,-2.4,60.15,-9,-5.943981096,9.2,-111.14
12/31/2019,10:00:00,18.23333333,18.23333333,1415.08,2714.656667,0,-2.4,60.3,-9,-6.006279159,9.4,-103.09
12/31/2019,10:15:00,20.23,20.23,1425.2325,2647.81,0,-2.45,60.525,-9,-5.94400976,9.025,-103.09
12/31/2019,10:30:00,20.71,20.71,1435.385,2619.306667,0,-2.5,60.75,-9,-5.881740362,8.65,-103.09
12/31/2019,10:45:00,19.31333333,19.31333333,1445.5375,2706.063333,0,-2.55,60.975,-9,-5.819470963,8.275,-103.09
12/31/2019,11:00:00,18.74,18.74,1455.69,2777.196667,0,-2.6,61.2,-9,-5.757201565,7.9,-130.22
12/31/2019,11:15:00,18.87666667,18.87666667,1473.0125,2943.69,0,-2.775,61.825,-9.025,-6.086989431,8.275,-130.22
12/31/2019,11:30:00,19.03333333,19.03333333,1490.335,3120.103333,0,-2.95,62.45,-9.05,-6.416777298,8.65,-130.22
12/31/2019,11:45:00,19.79,19.79,1507.6575,3282.4,0,-3.125,63.075,-9.075,-6.746565164,9.025,-130.22
12/31/2019,12:00:00,19.82666667,19.82666667,1524.98,3470.026667,0,-3.3,63.7,-9.1,-7.07635303,9.4,-134.53
12/31/2019,12:15:00,19.49333333,19.49333333,1544.7475,3579.136667,0,-3.375,64.275,-9.075,-7.075249324,9.125,-134.53
12/31/2019,12:30:00,24.02,23.38333333,1564.515,3556.113333,0,-3.45,64.85,-9.05,-7.074145617,8.85,-134.53
12/31/2019,12:45:00,20.25,20.25,1584.2825,3555.416667,0,-3.525,65.425,-9.025,-7.07304191,8.575,-134.53
12/31/2019,13:00:00,24.68666667,23.93666667,1604.05,3572.853333,0,-3.6,66,-9,-7.071938203,8.3,-177.17
12/31/2019,13:15:00,36.71333333,33.87333333,1623.695,3510.833333,0.0009,-3.55,66.425,-8.875,-6.798571126,7.75,-177.17
12/31/2019,13:30:00,34.68,32.12,1643.34,3583.97,0.001133333,-3.5,66.85,-8.75,-6.525204049,7.2,-177.17
12/31/2019,13:45:00,21.07666667,21.07666667,1662.985,3806.733333,0.0009,-3.45,67.275,-8.625,-6.251836971,6.65,-177.17
12/31/2019,14:00:00,34.91,32.29333333,1682.63,3908.696667,0.001033333,-3.4,67.7,-8.5,-5.978469894,6.1,-95.42
